,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,destination,You’ll arrive.,Вы прибудете в пункт назначения.,Dojedziesz.,Är du framme.,Varacaksınız.,Vous arriverez.,Arriveert u.,Werden Sie ankommen.,سوف تصل.,Θα φτάσετε.,Arriverai.,Přijedete.,Megérkezik.,Veți sosi.,到着します。,Ankommer du.,Llegarás.,Arribareu.,Olet perillä.,गंतव्य स्थान,Stižete.,Anda akan tiba.,도착할 예정입니다.,Você vai chegar.,Dorazíte.,Utawasili.,คุณจะถึง,您將到達。,您将到达。,
,you_have_reached_the_destination,You have arrived.,Вы прибыли.,Dotarłeś do celu.,Du har anlänt.,Vardınız.,Vous êtes arrivé.,Bestemming bereikt.,Sie sind angekommen.,لقد وصلت.,Έχετε Φτάσει.,Sei arrivato.,Jste na místě.,Ön megérkezett.,Ați ajuns.,到着。,Du er ankommet.,Ha llegado.,Heu arribat.,Olet saapunut.,आप पहुंच गए हैं।,Stigli ste.,Anda sudah sampai.,도착했습니다.,Chegou.,Dorazili ste do cieľa.,Umewasili mwisho wa safari.,คุณมาถึงแล้ว,您已抵達,您已抵达。,You have reached the destination.
Distances. Metric system: meters and kilometers.,in_50_meters,In fifty meters,Через пятьсот метров,Za pięćdziesiąt metrów,Om femtio meter,Elli metre sonra,Dans cinquante mètres,Over vijftig meter,In fünfzig Metern,بعد خمسين مترًا,Σε πενήντα μέτρα,Tra cinquanta metri,Za padesát metrů,Ötven méter után,După cincizeci de metri,五十メートル先,Om halvtreds meter,En cincuenta metros,D'aquí a cinquanta metres,Viidenkymmenen metrin päässä,पचास मीटर में।,Za pedeset metara,Setelah lima puluh meter,오십 미터 앞,A cinquenta metros,Po päťdesiatich metroch,Kabla ya mita hamsini,อีกห้าสิบเมตร,前方五十米,前方五十米,In 50 metres.
,in_100_meters,In one hundred meters,Через сто метров,Za sto metrów,Om ett hundra meter,Yüz metre sonra,Dans cents mètres,Over honderd meter,In einhundert Metern,بعد مئة متر,Σε εκατό μέτρα,Tra cento metri,Za sto metrů,Száz méter után,După o sută de metri,百メートル先,Om et hundrede meter,En cien metros,D'aquí a cent metres,Sadan metrin päässä,एक सौ मीटर में।,Za stotinu metara,Setelah seratus meter,백 미터 앞,A cem metros,Po sto metroch,Kabla ya mita mia moja,อีกหนึ่งร้อยเมตร,前方一百米,前方一百米,In 100 metres.
,in_200_meters,In two hundred meters,Через двести метров,Za dwieście metrów,Om två hundra meter,İki yüz metre sonra,Dans deux cents mètres,Over tweehonderd meter,In zweihundert Metern,بعد مئتين متر,Σε διακόσια μέτρα,Tra duecento metri,Za dvě stě metrů,Kétszáz méter után,După două sute de metri,二百メートル先,Om to hundrede meter,En doscientos metros,D'aquí a dos-cents metres,Kahdensadan metrin päässä,दो सौ मीटर में।,Za dvije stotine metara,Setelah dua ratus meter,이백 미터 앞,A duzentos metros,Po dvesto metroch,Kabla ya mita mia mbili,อีกสองร้อยเมตร,前方二百米,前方两百米,In 200 metres.
,in_250_meters,In two hundred and fifty meters,Через двести пятьдесят метров,Za dwieście pięćdziesiąt metrów,Om två hundra femtio meter,İki yüz elli metre sonra,Dans deux cents cinquante mètres,Over tweehonderdvijftig meter,In zweihundertfünfzig Metern,بعد مئتين وخمسين مترًا,Σε διακόσια πενήντα μέτρα,Tra duecento cinquanta metri,Za dvě stě padesát metrů,Kétszázötven méter után,După două sute cincizeci de metri,二百五十メートル先,Om to hundrede og halvtreds meter,En doscientos cincuenta metros,D'aquí a dos-cents cinquanta metres,Kahdensadanviidenkymmenen metrin päässä,दो सौ पचास मीटर में।,Za dvije stotine i pedeset metara,Setelah dua ratus lima puluh meter,이백오십 미터 앞,A duzentos e cinquenta metros,Po dvestopäťdesiatich metroch,Kabla ya mita mia mbili hamsini,อีกสองร้อยห้าสิบเมตร,前方二百五十米,前方两百五十米,In 300 metres.
,in_300_meters,In three hundred meters,Через триста метров,Za trzysta metrów,Om tre hundra meter,Üç yüz metre sonra,Dans trois cents mètres,Over driehonderd meter,In dreihundertfünfzig Metern,بعد ثلاثمئة متر,Σε τριακόσια μέτρα,Tra trecento metri,Za tři sta metrů,Háromszáz méter után,După trei sute de metri,三百メートル先,Om tre hundrede meter,En trescientos metros,D'aquí a tres-cents metres,Kolmensadan metrin päässä,तीन सौ मीटर में।,Za tri stotine metara,Setelah tiga ratus meter,삼백 미터 앞,A trezentos metros,Po tristo metroch,Kabla ya mita mia tatu,อีกสามร้อยเมตร,前方三百米,前方三百米,In 250 metres.
,in_400_meters,In four hundred meters,Через четыреста метров,Za czterysta metrów,Om fyra hundra meter,Dört yüz metre sonra,Dans quatre cents mètres,Over vierhonderd meter,In vierhundert Metern,بعد أربعمئة متر,Σε τετρακόσια μέτρα,Tra quattrocento metri,Za čtyři sta metrů,Négyszáz méter után,După patru sute de metri,四百メートル先,Om fire hundrede meter,En cuatrocientos metros,D'aquí a quatre-cents metres,Neljänsadan metrin päässä,चार सौ मीटर में।,Za četiri stotine metara,Setelah empat ratus meter,사백 미터 앞,A quatrocentos metros,Po štyristo metroch,Kabla ya mita mia nne,อีกสี่ร้อยเมตร,前方四百米,前方四百米,In 400 metres.
,in_500_meters,In five hundred meters,Через пятьсот метров,Za pięćset metrów,Om fem hundra meter,Beş yüz metre sonra,Dans cinq cents mètres,Over vijfhonderd meter,In fünfhundert Metern,بعد خمسمئة متر,Σε πεντακόσια μέτρα,Tra cinquecento metri,Za pět set metrů,Ötszáz méter után,După cinci sute de metri,五百メートル先,Om fem hundrede meter,En quinientos metros,D'aquí a cinc-cents metres,Viidensadan metrin päässä,पांच सौ मीटर में।,Za pet stotina metara,Setelah lima ratus meter,오백 미터 앞,A quinhentos metros,Po päťsto metroch,Kabla ya mita mia tano,อีกห้าร้อยเมตร,前方五百米,前方五百米,In 500 metres.
,in_600_meters,In six hundred meters,Через шестьсот метров,Za sześćset metrów,Om sex hundra meter,Altı yüz metre sonra,Dans six cents mètres,Over zeshonderd meter,In sechshundert Metern,بعد ستمئة متر,Σε εξακόσια μέτρα,Tra seicento metri,Za šest set metrů,Hatszáz méter után,După șase sute de metri,六百メートル先,Om seks hundrede meter,En seiscientos metros,D'aquí a sis-cents metres,Kuudensadan metrin päässä,छह सौ मीटर में।,Za šest stotina metara,Setelah enam ratus meter,육백 미터 앞,A seiscentos metros,Po šesťsto metroch,Kabla ya mita mia sita,อีกหกร้อยเมตร,前方六百米,前方六百米,In 600 metres.
,in_700_meters,In seven hundred meters,Через семьсот метров,Za siedemset metrów,Om sju hundra meter,Yedi yüz metre sonra,Dans sept cents mètres,Over zevenhonderd meter,In siebenhundert Metern,بعد سبعمئة متر,Σε επτακόσια μέτρα,Tra settecento metri,Za sedm set metrů,Hétszáz méter után,După șapte sute de metri,七百メートル先,Om syv hundrede meter,En setecientos metros,D'aquí a set-cents metres,Seitsemänsadan metrin päässä,सात सौ मीटर में।,Za sedam stotina metara,Setelah tujuh ratus meter,칠백 미터 앞,A setecentos metros,Po sedemsto metroch,Kabla ya mita mia saba,อีกเจ็ดร้อยเมตร,前方七百米,前方七百米,In 700 metres.
,in_750_meters,In seven hundred and fifty meters,Через семьсот пятьдесят метров,Za siedemset pięćdziesiąt metrów,Om sju hundra femtio meter,Yedi yüz elli metre sonra,Dans sept cents cinquante mètres,Over zevenhonderdvijftig meter,In siebenhundertfünfzig Metern,بعد سبعمئة وخمسين مترًا,Σε επτακόσια πενήντα μέτρα,Tra settecento cinquanta metri,Za sedm set padesát metrů,Hétszázötven méter után,După șapte sute cincizeci de metri,七百五十メートル先,Om syv hundrede og halvtreds meter,En setecientos cincuenta metros,D'aquí a set-cents cinquanta metres,Seitsemänsadanviidenkymmenen metrin päässä,सात सौ पचास मीटर में।,Za sedam stotina i pedeset metara,Setelah tujuh ratus lima puluh meter,칠백오십 미터 앞,A setecentos e cinquenta metros,Po sedemstopäťdesiatich metroch,Kabla ya mita mia saba hamsini,อีกเจ็ดร้อยห้าสิบเมตร,前方七百五十米,前方七百五十米,In 800 metres.
,in_800_meters,In eight hundred meters,Через восемьсот метров,Za osiemset metrów,Om åtta hundra meter,Sekiz yüz metre sonra,Dans huit cents mètres,Over achthonderd meter,In achthundert Metern,بعد ثمانمئة متر,Σε οκτακόσια μέτρα,Tra ottocento metri,Za osm set metrů,Nyolcszáz méter után,După opt sute de metri,八百メートル先,Om otte hundrede meter,En ochocientos metros,D'aquí a vuit-cents metres,Kahdeksansadan metrin päässä,आठ सौ मीटर में।,Za osam stotina metara,Setelah delapan ratus meter,팔백 미터 앞,A oitocentos metros,Po osemsto metroch,Kabla ya mita mia nane,อีกแปดร้อยเมตร,前方八百米,前方八百米,In 750 metres.
,in_900_meters,In nine hundred meters,Через девятьсот метров,Za dziewięćset metrów,Om nio hundra meter,Dokuz yüz metre sonra,Dans neuf cents mètres,Over negenhonderd meter,In neunhundert Metern,بعد تسعمئة متر,Σε εννιακόσια μέτρα,Tra novecento metri,Za devět se metrů,Kilencszáz méter után,După nouă sute de metri,九百メートル先,Om ni hundrede meter,En novecientos metros,D'aquí a nou-cents metres,Yhdeksänsadan metrin päässä,नौ सौ मीटर में।,Za devet stotina metara,Setelah sembilan ratus meter,구백 미터 앞,A novecentos metros,Po deväťsto metroch,Kabla ya mita mia tisa,อีกเก้าร้อยเมตร,前方九百米,前方九百米,In 900 metres.
,in_1_kilometer,In one kilometer,Через километр,Za jeden kilometr,Om en kilometer,Bir kilometre sonra,Dans un kilomètre,Over één kilometer,In einem Kilometer,بعد كيلو متر واحدٍ,Σε ένα χιλιόμετρο,Tra un chilometro,Za jeden kilometr,Egy kilométer után,După un kilometru,一キロ先,Om en kilometer,En un kilómetro,D'aquí a un quilòmetre,Yhden kilometrin päässä,एक किलोमीटर में।,Za jedan kilometar,Setelah satu kilometer,일 킬로미터 앞,A um quilómetro,Po jednom kilometri,Kabla ya kilomita moja,อีกหนึ่งกิโลเมตร,前方一千米,前方一千米,In one kilometre.
,in_1_5_kilometers,In one and a half kilometers,Через полтора километра,Za półtora kilometra,Om en och en halv kilometer,Bir buçuk kilometre sonra,Dans un virgule cinq kilomètre,Over anderhalve kilometer,In anderthalb Kilometern,بعد كيلو متر ونصف,Σε ενάμιση χιλιόμετρο,Tra un chilometro e mezzo,Za jeden a půl kilometru,Másfél kilométer után,După un kilometru și jumătate,一.五キロ先,Om halvanden kilometer,En un kilómetro y medio,D'aquí a quilòmetre i mig,Puolentoista kilomertin päässä,डेढ़ किलोमीटर में।,Za jedan i pol kilometar,Setelah satu setengah kilometer,일점오 킬로미터 앞,A um quilómetro e meio,Po jeden a pol kilometri,Kabla ya kilomita moja na nusu,อีกหนึ่งกิโลเมตรครึ่ง,前方一千五百米,前方一点五千米,In one and a half kilometres.
,in_2_kilometers,In two kilometers,Через два километра,Za dwa kilometry,Om två kilometer,İki kilometre sonra,Dans deux kilomètres,Over twee kilometer,In zwei Kilometern,بعد كيلو مترين,Σε δύο χιλιόμετρα,Tra due chilometri,Za dva kilometry,Két kilométer után,După doi kilometri,二キロ先,Om to kilometer,En dos kilómetros,D'aquí a dos quilòmetres,Kahden kilometrin päässä,दो किलोमीटर में।,Za dva kilometra,Setelah dua kilometer,이 킬로미터 앞,A dois quilómetros,Po dvoch kilometroch,Kabla ya kilomita mbili,อีกสองกิโลเมตร,前方二千米,前方两千米,In two kilometres.
,in_2_5_kilometers,In two and a half kilometers,Через два с половиной километра,Za dwa i pół kilometra,Om två och en halv kilometer,İki buçuk kilometre sonra,Dans deux virgule cinq kilomètres,Over tweeëneenhalve kilometer,In zweieinhalb Kilometern,بعد كيلو مترين ونصف,Σε τρισήμιση χιλιόμετρα,Tra due chilometri e mezzo,Za dva a půl kilometru,Két és fél kilométer után,După doi kilometri și jumătate,二.五キロ先,Om en kilometer,En dos kilómetros y medio,D'aquí a dos quilòmetres i mig,Kahden ja puolen kilometrin päässä,ढाई किलोमीटर में।,Za dva i pol kilometra,Setelah dua setengah kilometer,이점오 킬로미터 앞,A dois quilómetros e meio,Po dva a pol kilometri,Kabla ya kilomita mbili na nusu,อีกสองกิโลเมตรครึ่ง,前方二千五百米,前方两点五千米,In two and a half kilometres.
,in_3_kilometers,In three kilometers,Через три километра,Za trzy kilometry,Om tre kilometer,Üç kilometre sonra,Dans trois kilomètres,Over drie kilometer,In dreieinhalb Kilometern,بعد ثلاثة كيلو مترات,Σε τρία χιλιόμετρα,Tra tre chilometri,Za tři kilometry,Három kilométer után,După trei kilometri,三キロ先,Om tre kilometer,En tres kilómetros,D'aquí a tres quilòmetres,Kolmen kilometrin päässä,तीन किलोमीटर में।,Za tri kilometra,Setelah tiga kilometer,삼 킬로미터 앞,A três quilômetros,Po troch kilometroch,Kabla ya kilomita tatu,อีกสามกิโลเมตร,前方三千米,前方三千米,In 3 kilometres.
Linking word. (It is used like distances.),then,Then,Затем,Następnie,Efter det,Sonra,Puis,Daarna,Danach,ثم,Στη συνέχεια,Quindi,Poté,Majd,Apoi,その先,Derefter,Después,Després,Sitten.,फिर।,Zatim,Lalu.,그 다음,Depois,Potom,Kisha,จากนั้น,然後,然后,Then.
,take_the_1_exit,Take the first exit.,Первый поворот с кольца.,Zjedź pierwszym zjazdem.,Ta första avfarten.,İlk çıkıştan çıkın.,Prenez la première sortie.,Neem de eerste afslag.,Nehmen Sie die erste Ausfahrt.,اسلك المخرج الأول.,Πάρτε την πρώτη έξοδο.,Prendi la prima uscita.,Vyjeďte prvním výjezdem.,Hajtson ki az első kijáratnál.,Folosiți prima ieșire.,一番目の出口です。,Tag den første afkørsel.,Tome la primera salida.,Agafeu la primera sortida.,Poistu seuraavassa liittymässä.,पहला एग्जिट लें।,Izađite na prvom izlazu.,Ambil jalan keluar pertama.,첫 번째 출구입니다.,Saia na primeira saída.,Opustite kruhový objazd na prvom výjazde.,Ingia barabara ya kwanza ya kutoka.,ออกทางออกที่หนึ่ง,取道第一個出口。,取道第一个出口。,Take the first exit.
,take_the_2_exit,Take the second exit.,Второй поворот с кольца.,Zjedź drugim zjazdem.,Ta andra avfarten.,İkinci çıkıştan çıkın.,Prenez la deuxième sortie.,Neem de tweede afslag.,Nehmen Sie die zweite Ausfahrt.,اسلك المخرج الثاني.,Πάρτε τη δεύτερη έξοδο.,Prendi la seconda uscita.,Vyjeďte druhým výjezdem.,Hajtson ki a második kijáratnál.,Folosiți a doua ieșire.,二番目の出口です。,Tag den anden afkørsel.,Tome la segunda salida.,Agafeu la segona sortida.,Poistu toisessa liittymässä.,दूसरा एग्जिट लें।,Izađite na drugom izlazu.,Ambil jalan keluar kedua.,두 번째 출구입니다.,Saia na segunda saída.,Opustite kruhový objazd na druhom výjazde.,Ingia barabara ya pili ya kutoka.,ออกทางออกที่สอง,取道第二個出口。,取道第二个出口。,Take the second exit.
,take_the_3_exit,Take the third exit.,Третий поворот с кольца.,Zjedź trzecim zjazdem.,Ta tredje avfarten.,Üçüncü çıkıştan çıkın.,Prenez la troisième sortie.,Neem de derde afslag.,Nehmen Sie die dritte Ausfahrt.,اسلك المخرج الثالث.,Πάρτε την τρίτη έξοδο.,Prendi la terza uscita.,Vyjeďte třetím výjezdem.,Hajtson ki a harmadik kijáratnál.,Folosiți a treia ieșire.,三番目の出口です。,Tag den tredje afkørsel.,Tome la tercera salida.,Agafeu la tercera sortida.,Poistu kolmannessa liittymässä.,तीसरा एग्जिट लें।,Izađite na trećem izlazu.,Ambil jalan keluar ketiga.,세 번째 출구입니다.,Saia na terceira saída.,Opustite kruhový objazd na treťom výjazde.,Ingia barabara ya tatu ya kutoka.,ออกทางออกที่สาม,取道第三個出口。,取道第三个出口。,Take the third exit.
,take_the_4_exit,Take the fourth exit.,Четвертый поворот с кольца.,Zjedź czwartym zjazdem.,Ta fjärde avfarten.,Dördüncü çıkıştan çıkın.,Prenez la quatrième sortie.,Neem de vierde afslag.,Nehmen Sie die vierte Ausfahrt.,اسلك المخرج الرابع.,Πάρτε την τέταρτη έξοδο.,Prendi la quarta uscita.,Vyjeďte čtvrtým výjezdem.,Hajtson ki a negyedik kijáratnál.,Folosiți a patra ieșire.,四番目の出口です。,Tag den fjerde afkørsel.,Tome la cuarta salida.,Agafeu la quarta sortida.,Poistu neljännessä liittymässä.,चौथा एग्जिट लें।,Izađite na četvrtom izlazu.,Ambil jalan keluar keempat,네 번째 출구입니다.,Saia na quarta saída.,Opustite kruhový objazd na štvrtom výjazde.,Ingia barabara ya nne ya kutoka.,ออกทางออกที่สี่,取道第四個出口。,取道第四个出口。,Take the 4th exit.
,take_the_5_exit,Take the fifth exit.,Пятый  поворот с кольца.,Zjedź piątym zjazdem.,Ta femte avfarten.,Beşinci çıkıştan çıkın.,Prenez la cinquième sortie.,Neem de vijfde afslag.,Nehmen Sie die fünfte Ausfahrt.,اسلك المخرج الخامس.,Πάρτε την πέμπτη έξοδο.,Prendi la quinta uscita.,Vyjeďte pátým výjezdem.,Hajtson ki a ötödik kijáratnál.,Folosiți a cincea ieșire.,五番目の出口です。,Tag den femte afkørsel.,Tome la quinta salida.,Agafeu la cinquena sortida.,Poistu viidennessä liittymässä.,पाँचवाँ एग्जिट लें।,Izađite na petom izlazu.,Ambil jalan keluar kelima.,다섯 번째 출구입니다.,Saia na quinta saída.,Opustite kruhový objazd na piatom výjazde.,Ingia barabara ya tano ya kutoka.,ออกทางออกที่ห้า,取道第五個出口。,取道第五个出口。,Take the 5th exit.
,take_the_6_exit,Take the sixth exit.,Шестой поворот с кольца.,Zjedź szóstym zjazdem.,Ta sjätte avfarten.,Altıncı çıkıştan çıkın.,Prenez la sixième sortie.,Neem de zesde afslag.,Nehmen Sie die sechste Ausfahrt.,اسلك المخرج السادس.,Πάρτε την έκτη έξοδο.,Prendi la sesta uscita.,Vyjeďte šestým výjezdem.,Hajtson ki a hatodik kijáratnál.,Folosiți a șasea ieșire.,六番目の出口です。,Tag den sjette afkørsel.,Tome la sexta salida.,Agafeu la sisena sortida.,Poistu kuudennessa liittymässä.,छठा एग्जिट लें।,Izađite na šestom izlazu.,Ambil jalan keluar keenam.,여섯 번째 출구입니다.,Saia na sexta saída.,Opustite kruhový objazd na šiestom výjazde.,Ingia barabara ya sita ya kutoka.,ออกทางออกที่หก,取道第六個出口。,取道第六个出口。,Take the 6th exit.
,take_the_7_exit,Take the seventh exit.,Седьмой поворот с кольца.,Zjedź siódmym zjazdem.,Ta sjunde avfarten.,Yedinci çıkıştan çıkın.,Prenez la septième sortie.,Neem de zevende afslag.,Nehmen Sie die siebte Ausfahrt.,اسلك المخرج السابع.,Πάρτε την έβδομη έξοδο.,Prendi la settima uscita.,Vyjeďte sedmým výjezdem.,Hajtson ki a hetedik kijáratnál.,Folosiți a șaptea ieșire.,七番目の出口です。,Tag den syvende afkørsel.,Tome la séptima salida.,Agafeu la setena sortida.,Poistu seitsemännessä liittymässä.,सातवाँ एग्जिट लें।,Izađite na sedmom izlazu.,Ambil jalan keluar ketujuh.,일곱 번째 출구입니다.,Saia na sétima saída.,Opustite kruhový objazd na siedmom výjazde.,Ingia barabara ya saba ya kutoka.,ออกทางออกที่เจ็ด,取道第七個出口。,取道第七个出口。,Take the 7th exit.
,take_the_8_exit,Take the eighth exit.,Восьмой поворот с кольца.,Zjedź ósmym zjazdem.,Ta åttonde avfarten.,Sekizinci çıkıştan çıkın.,Prenez la huitième sortie.,Neem de achtste afslag.,Nehmen Sie die achte Ausfahrt.,اسلك المخرج الثامن.,Πάρτε την όγδοη έξοδο.,Prendi l'ottava uscita.,Vyjeďte osmým výjezdem.,Hajtson ki a nyolcadik kijáratnál.,Folosiți a opta ieșire.,八番目の出口です。,Tag den ottende afkørsel.,Tome la octava salida.,Agafeu la vuitena sortida.,Poistu kahdeksannessa liittymässä.,आठवाँ एग्जिट लें।,Izađite na osmom izlazu.,Ambil jalan keluar kedelapan.,여덟 번째 출구입니다.,Saia na oitava saída.,Opustite kruhový objazd na ôsmom výjazde.,Ingia barabara ya nane ya kutoka.,ออกทางออกที่แปด,取道第八個出口。,取道第八个出口。,Take the 8th exit.
