Vietnam	4	Tỉnh Quảng Ngãi
Jordan	4	Amman
India_Maharashtra	4	Ankisha
Algeria_Coast	4	Annaba - عنابة‎
Philippines_Visayas	4	Bohol
Bolivia_South	2	Bolivia
Bolivia_North	2	Bolivia
Turkey_Black Sea Region	4	Bolu
Nigeria_South	4	Anambra
Peru_North	4	Ancash
Spain_Andalusia_Sevilla	4	Andalucía
Spain_Andalusia_Granada	4	Andalucía
Ecuador_West	4	Bolívar
Colombia_North	4	Bolívar
Italy_Tuscany_Massa e Carrara	4	Cerboli
India_Andaman and Nicobar Islands	4	Andaman and Nicobar Islands
India_Andhra Pradesh	4	Andhra Pradesh
Uzbekistan	4	Andijon Viloyati
Andorra	2	Andorra
Angola	2	Angola
Armenia	2	Border Azerbaijan - Armenia (Enclave AZE)
Equatorial Guinea	4	Annobón
Turkey_Mediterranean Region	4	Antalya
Antigua and Barbuda	2	Antigua and Barbuda
Colombia_North	4	Antioquia
Tanzania	4	Arusha
Papua New Guinea	4	Border Central-NCD
Uruguay	4	Cerro Largo
Philippines_Visayas	4	Antique
Philippines_Luzon_South	4	Antique
Marshall Islands	2	Aolepān Aorōkin M̧ajeļ
Marshall Islands	2	MH
Uganda	4	Apac
Philippines_Luzon_North	4	Apayao
Switzerland_Eastern	4	Appenzell Ausserrhoden
Switzerland_Eastern	4	Appenzell Innerrhoden
Venezuela_South	4	Apure
Peru_South	4	Apurímac
Colombia_North	4	Cesar
Spain_Ceuta	4	Ceuta
Argentina_Northwest	4	Chaco
Vietnam	4	Tỉnh Quảng Trị
Vietnam	4	Tỉnh Sơn La
Vietnam	4	Tỉnh Thanh Hóa
Vietnam	4	Tỉnh Thái Bình
Jordan	4	Aqaba
France_Aquitaine_Lot-et-Garonne	4	Aquitaine-Limousin-Poitou-Charentes
France_Limousin	4	Aquitaine-Limousin-Poitou-Charentes
France_Aquitaine_Landes	4	Aquitaine-Limousin-Poitou-Charentes
France_Aquitaine_Dordogne	4	Aquitaine-Limousin-Poitou-Charentes
France_Poitou-Charentes_Vienne	4	Aquitaine-Limousin-Poitou-Charentes
France_Poitou-Charentes_Charente	4	Aquitaine-Limousin-Poitou-Charentes
France_Aquitaine_Gironde	4	Aquitaine-Limousin-Poitou-Charentes
France_Poitou-Charentes_Deux-Sevres	4	Aquitaine-Limousin-Poitou-Charentes
France_Aquitaine_Pyrenees-Atlantiques	4	Aquitaine-Limousin-Poitou-Charentes
France_Poitou-Charentes_Charente-Maritime	4	Aquitaine-Limousin-Poitou-Charentes
Qatar	4	Ar Rayyan
Mongolia	4	Border Darkhan-Uul - Selenge
Vietnam	4	Tỉnh Thái Nguyên
Vietnam	4	Tỉnh Thừa Thiên - Huế
Vietnam	4	Tỉnh Tiền Giang
Syria	4	Ar-Raqqah
Romania_West	4	Arad
Spain_Aragon	4	Aragón
Namibia	4	Arandis
Namibia	4	Aranos7
Colombia_East	4	Arauca
China_Hubei	4	Border Henan - Hubei
Vietnam	4	Tỉnh Trà Vinh
Vietnam	4	Tỉnh Tuyên Quang
Colombia_North	4	Archipiélago de San Andrés, Providencia y Santa Catalina
Turkey_Eastern Anatolia Region	4	Ardahan
Palestine	4	Area A
Palestine	4	Area B
Palestine	4	Area C
Peru_South	4	Arequipa
Argentina_Santa Fe	2	Argentina
Argentina_Pampas	2	Argentina
Argentina_Patagonia	2	Argentina
Argentina_Cuyo	2	Argentina
Argentina_Northwest	2	Argentina
Argentina_Mesopotamia	2	Argentina
Argentina_Buenos Aires_South	2	Argentina
Argentina_Buenos Aires_North	2	Argentina
Argentina_Buenos Aires_Buenos Aires	2	Argentina
Romania_South	4	Argeș
US_Arizona_Tucson	4	Arizona
US_Arizona_Tucson	4	AZ
US_Arizona_Phoenix	4	Arizona
US_Arizona_Phoenix	4	AZ
US_Arizona_Flagstaff	4	Arizona
US_Arizona_Flagstaff	4	AZ
US_Arkansas_North	4	Arkansas
US_Arkansas_North	4	AR
US_Arkansas_South	4	Arkansas
US_Arkansas_South	4	AR
Portugal_Islands	4	Arquipélago da Madeira
Djibouti	4	Arta
Cuba	4	Artemisa
Uruguay	4	Artigas
Turkey_Black Sea Region	4	Artvin
India_Arunachal Pradesh	4	Arunachal Pradesh
India_West Bengal	2	Border India - Bangladesh
Bangladesh	2	Border India - Bangladesh
Uzbekistan	2	Border Kyrgyzstan - Uzbekistan
Vietnam	4	Tỉnh Tây Ninh
Vietnam	4	Tỉnh Vĩnh Long
Vietnam	4	Tỉnh Vĩnh Phúc
Vietnam	4	Tỉnh Yên Bái
Vietnam	4	Tỉnh Điện Biên
Vietnam	4	Tỉnh Đắk Lắk
Syria	4	As-Suwayda
Qatar	4	Ash Shamal
Ghana	4	Ashanti Region
Australia_Western Australia	4	Ashmore and Cartier Islands
India_Assam	4	Assam
Vietnam	4	Tỉnh Đắk Nông
Vietnam	4	Tỉnh Đồng Nai
Vietnam	4	Tỉnh Đồng Tháp
Japan_Kanto_Ibaraki	4	茨城県
China_Guizhou	4	贵州省
Azerbaijan	4	Astara rayonu
Benin	4	Atakora
Somalia	4	Awdal
Peru_South	4	Ayacucho
Turkey_Aegean Region	4	Aydın
Myanmar	4	Ayeyarwady
Haiti	2	Ayiti
Australia_Western Australia	4	Christmas Island
Argentina_Patagonia	4	Chubut
Bolivia_South	4	Chuquisaca
Federated States of Micronesia	4	Chuuk
Burundi	4	Cibitoke
Cuba	4	Ciego de Ávila
The Bahamas	4	Ciego de Ávila
Benin	4	Atlantique
Colombia_North	4	Atlántico
Dominican Republic	4	Azua
Ecuador_West	4	Azuay
Ecuador_East	4	Azuay
Nagorno-Karabakh	2	Azərbaycan
Azerbaijan	2	Azərbaycan
Portugal_Islands	4	Açores
Algeria_Coast	4	Aïn Defla - عين الدفلى
Algeria_Coast	4	Aïn Témouchent - عين تموشنت
Cuba	4	Cienfuegos
Argentina_Buenos Aires_Buenos Aires	4	Ciudad Autónoma de Buenos Aires
China_Liaoning	4	辽宁省
China_Chongqing	4	重庆市
Japan_Kyushu Region_Nagasaki	4	長崎県
Japan_Chubu Region_Nagano	4	長野県
China_Shaanxi	4	陕西省
Japan_Tohoku_Aomori	4	青森県
China_Qinghai	4	青海省
Honduras	4	Atlántida
New Zealand North_Auckland	4	Auckland
Philippines_Luzon_North	4	Aurora
Norway_Southern	4	Aust-Agder
Australia_Brisbane	2	Australia
Australia_Queensland	2	Australia
Australia_New South Wales	2	Australia
Australia_Sydney	2	Australia
Australia_South Australia	2	Australia
Australia_Northern Territory	2	Australia
Australia_Melbourne	2	Australia
Australia_Tasmania	2	Australia
Australia_Western Australia	2	Australia
Australia_Victoria	2	Australia
Willis Island	2	Australia
Australia_Sydney	4	Australian Capital Territory
France_Auvergne_Puy-de-Dome	4	Auvergne-Rhône-Alpes
France_Auvergne_Haute-Loire	4	Auvergne-Rhône-Alpes
France_Rhone-Alpes_Loire	4	Auvergne-Rhône-Alpes
France_Rhone-Alpes_Rhone	4	Auvergne-Rhône-Alpes
France_Rhone-Alpes_Ain	4	Auvergne-Rhône-Alpes
France_Auvergne_Cantal	4	Auvergne-Rhône-Alpes
France_Auvergne_Allier	4	Auvergne-Rhône-Alpes
France_Rhone-Alpes_Haute-Savoie	4	Auvergne-Rhône-Alpes
France_Rhone-Alpes_Savoie	4	Auvergne-Rhône-Alpes
France_Rhone-Alpes_Drome	4	Auvergne-Rhône-Alpes
France_Rhone-Alpes_Ardeche	4	Auvergne-Rhône-Alpes
France_Rhone-Alpes_Isere	4	Auvergne-Rhône-Alpes
Japan_Chubu Region_Shizuoka	4	静岡県
Japan_Kanto_Kanagawa	4	静岡県
Japan_Kanto_Tokyo	4	静岡県
Japan_Shikoku Region_Kagawa	4	香川県
Japan_Shikoku Region_Kochi	4	高知県
Taiwan_South	4	高雄市
Japan_Chugoku Region_Tottori	4	鳥取県
North Korea	4	강원도
South Korea_North	4	강원도
South Korea_North	4	경기도
North Korea	4	량강도
Azerbaijan	4	Ağdaş rayonu
Turkey_Eastern Anatolia Region	4	Ağrı
Azerbaijan	4	Ağstafa rayonu
Azerbaijan	4	Ağsu rayonu
Azerbaijan	4	Bakı İnzibati Ərazisi
Azerbaijan	4	Balakən rayonu
Indonesia_Nusa Tenggara	4	Bali
Azerbaijan	4	Babək rayonu
Romania_North_East	4	Bacău
Afghanistan	4	Badakhshan
Germany_Baden-Wurttemberg_Regierungsbezirk Stuttgart_Stuttgart	4	Baden-Württemberg
Germany_Baden-Wurttemberg_Regierungsbezirk Tubingen	4	Baden-Württemberg
Germany_Baden-Wurttemberg_Regierungsbezirk Freiburg	4	Baden-Württemberg
Germany_Baden-Wurttemberg_Regierungsbezirk Karlsruhe	4	Baden-Württemberg
Germany_Baden-Wurttemberg_Regierungsbezirk Stuttgart_Heilbronn	4	Baden-Württemberg
Afghanistan	4	Badghis
Turkmenistan	4	Balkan
Afghanistan	4	Balkh
Jordan	4	Balqa
Turkey_Marmara Region_Bursa	4	Balıkesir
Central African Republic	4	Bamingui-Bangoran
Guernsey	4	Brecqhou
Germany_Lower Saxony_Oldenburg	4	Bremen
Germany_Lower Saxony_Bremen_Bremen	4	Bremen
France_Brittany_Ille-et-Vilaine	4	Bretagne
France_Brittany_Cotes-dArmor	4	Bretagne
France_Brittany_Morbihan	4	Bretagne
France_Brittany_Finistere	4	Bretagne
The Gambia	4	Brikama
Canada_British Columbia_Vancouver	4	British Columbia
Canada_British Columbia_Islands	4	British Columbia
Canada_British Columbia_Northeast	4	British Columbia
Canada_British Columbia_Far_North	4	British Columbia
Canada_British Columbia_Central	4	British Columbia
Canada_British Columbia_North	4	British Columbia
Canada_British Columbia_Southeast	4	British Columbia
North Korea	4	자강도
Ukraine_Lviv Oblast	4	Львівська область
Kyrgyzstan	4	Нарынская область
Afghanistan	4	Baghlan
Myanmar	4	Bago Region
Brazil_Bahia	4	Bahia
Slovakia_Region of Banska Bystrica	4	Banskobystrický kraj
Indonesia_West	4	Banten
Indonesia_Jawa Barat	4	Banten
Cambodia	4	Bantey Meanchey
Egypt	4	دمياط‎‎
Guatemala	4	Baja Verapaz
Somalia	4	Bakool
Dominican Republic	4	Baoruco
Italy_Sardinia	4	Isola Tuaredda
Italy_Sardinia	4	Isola de Sa tonnara
Italy_Sicily	4	Isola dei Cani
Afghanistan	4	Bamyan
Philippines_Luzon_South	2	Ban Than (Zhongzhou) Reef
Somalia	4	Banadir
The Gambia	4	Banjul
Dominican Republic	4	Barahona
Philippines_Luzon_North	4	Bataan
Iran_South	4	لرستان‎
Russia_Oryol Oblast	4	Орловская область
Russia_Pskov Oblast	4	Псковская область
Russia_Ryazan Oblast	4	Рязанская область
Russia_Samara Oblast	4	Самарская область
Barbados	2	Barbados
Italy_Sardinia	4	Isola del Toro
Kyrgyzstan	4	Таласская область
Somalia	4	Bari
Venezuela_North	4	Barinas
Venezuela_South	4	Barinas
Kenya	4	Baringo
Philippines_Luzon_North	4	Batanes
Philippines_Luzon_North	4	Batangas
Philippines_Luzon_Manila	4	Batangas
Philippines_Luzon_South	4	Batangas
Italy_Apulia	4	Isola della Chianca
Mauritania	4	نواكشوط
Turkey_Black Sea Region	4	Bartın
Cote dIvoire	4	Bas-Sassandra
Congo-Kinshasa_West	4	Bas-Uele
Switzerland_Northwestern	4	Basel-Landschaft
Switzerland_Espace Mittelland_Bern	4	Basel-Landschaft
Somalia	4	Bay
New Zealand North_Auckland	4	Bay of Plenty
Suriname	4	Brokopondo
Ghana	4	Brong-Ahafo Region
Brunei	2	Brunei Darussalam
Romania_South_East	4	Brăila
Bosnia and Herzegovina_Brcko district of Bosnia and Herzegowina	4	Brčko distrikt Bosne i Hercegovine
Burundi	4	Bubanza
Laos	4	ຄໍາມ່ວນ
Laos	4	ຈຳປາສັກ
Laos	4	ຊຽງຂວາງ
Laos	4	ບໍ່ແກ້ວ
Switzerland_Northwestern	4	Basel-Stadt
Philippines_Mindanao	4	Basilan
Italy_Basilicata	4	Basilicata
The Gambia	4	Basse
Senegal	4	Basse
Central African Republic	4	Basse-Kotto
Laos	4	ສາລະວັນ
Laos	4	ອັດຕະປື
Laos	4	ອຸດົມໄຊ
Georgia	4	თბილისი
Georgia	4	იმერეთი
China_Ningxia Hui	4	宁夏回族自治区
China_Guangxi	4	广西壮族自治区
Indonesia_Nusa Tenggara	4	Batas Dusun Muntigunung Induk
Belize	4	Belize District
Indonesia_West	4	Bengkulu
Angola	4	Bengo
North Korea	4	금강산관광지구
Sudan_West	2	السودان - Sudan
Sudan_East	2	السودان - Sudan
South Sudan	2	السودان - Sudan
Abkhazia	2	Абхазия - Аҧсны
Russia_Tyumen Oblast	4	Тюменская область
Ukraine_Cherkasy Oblast	4	Черкаська область
Indonesia_Nusa Tenggara	4	Batas Dusun Muntigunung Tengah
Chad	4	Batha
Turkey_Southeastern Anatolia Region	4	Batman
Algeria_Central	4	Batna - باتنة
Cambodia	4	Battambang
East Timor	4	Baucau
Nigeria_North	4	Bauchi
Syria	2	الجمهورية العربية السورية
Lebanon	2	الجمهورية اللبنانية
Russia_Chechen Republic	4	Чеченская республика
Turkey_Black Sea Region	4	Bayburt
Azerbaijan	4	Beyləqan rayonu
India_Bihar	4	Bihar
Romania_North_West	4	Bihor
Turkey_Marmara Region_Bursa	4	Bilecik
Philippines_Visayas	4	Biliran
Philippines_Luzon_South	4	Biliran
Crimea	4	Автономна Республіка Крим
Russia_Chukotka Autonomous Okrug	4	Чукотский автономный округ
Russia_Jewish Autonomous Oblast	4	Еврейская автономная область
Abkhazia	4	აფხაზეთის ავტონომიური რესპუბლიკა - Аҧсны Автономтә Республика
Georgia	4	სამეგრელო-ზემო სვანეთი
Russia_Kabardino-Balkaria	4	Кабардино-Балкария
Russia_Karachay-Cherkessia	4	Карачаево-Черкесия
Nigeria_South	4	Bayelsa
Germany_Free State of Bavaria_Upper Bavaria_East	4	Bayern
Germany_Free State of Bavaria_Upper Franconia	4	Bayern
Germany_Free State of Bavaria_Middle Franconia	4	Bayern
Germany_Free State of Bavaria_Lower Franconia	4	Bayern
Germany_Free State of Bavaria_Swabia	4	Bayern
Germany_Free State of Bavaria_Upper Palatinate	4	Bayern
Germany_Free State of Bavaria_Lower Bavaria	4	Bayern
Germany_Free State of Bavaria_Upper Bavaria_Munchen	4	Bayern
Germany_Free State of Bavaria_Upper Bavaria_South	4	Bayern
Germany_Free State of Bavaria_Upper Bavaria_Ingolstadt	4	Bayern
Palau	2	Belau
Palau	2	PW
Belgium_West Flanders	2	België - Belgique - Belgien
Belgium_East Flanders	2	België - Belgique - Belgien
Belgium_Antwerp	2	België - Belgique - Belgien
Belgium_Limburg	2	België - Belgique - Belgien
Belgium_Namur	2	België - Belgique - Belgien
Belgium_Liege	2	België - Belgique - Belgien
Belgium_Flemish Brabant	2	België - Belgique - Belgien
Belgium_Luxembourg	2	België - Belgique - Belgien
Belgium_Walloon Brabant	2	België - Belgique - Belgien
Belgium_Hainaut	2	België - Belgique - Belgien
Belize	2	Belize
Italy_Apulia	4	Isola della Malva
Italy_Tuscany_Massa e Carrara	4	Isola della Peraiola
Angola	4	Benguela
Zimbabwe	4	Bulawayo Province
Philippines_Luzon_North	4	Benguet
Bolivia_North	4	Beni
Nigeria_South	4	Benue
Germany_Berlin	4	Berlin
Bermuda	2	Bermuda
Switzerland_Espace Mittelland_East	4	Bern - Berne
Switzerland_Espace Mittelland_Bern	4	Bern - Berne
Kenya	4	Bungoma
Azerbaijan	4	Biləsuvar rayonu
Turkey_Eastern Anatolia Region	4	Bingöl İli
Equatorial Guinea	4	Bioko Norte
Burundi	4	Bururi
Kenya	4	Busia
Uganda	4	Busia
Norway_Central	4	Buskerud
Uganda	4	Butambala
Italy_Sicily	4	Isola delle Correnti
Equatorial Guinea	4	Bioko Sur
Algeria_Central	4	Biskra - بسكرة
Romania_North_West	4	Bistrița-Năsăud
Turkey_Southeastern Anatolia Region	4	Bitlis
Turkey_Eastern Anatolia Region	4	Bitlis
Angola	4	Bié
Mauritius	4	Black River
Sweden_Sodra Gotaland	4	Blekinge län
Algeria_Coast	4	Blida - البليدة
Nicaragua	4	Boaco
East Timor	4	Bobonaro
Panama	4	Bocas del Toro
Colombia_West	4	Bogotá
Paraguay	4	Caaguazú
Paraguay	4	Caazapá
Angola	4	Cabinda
Mozambique	4	Cabo Delgado
South Korea_South	4	제주도
United Arab Emirates	4	أبو ظبي
Syria	4	ريف دمشق
Mongolia	4	Увс аймаг
Kenya	4	Bomet
Liberia	4	Bomi County
Liberia	4	Bong County
Paraguay	4	Boquerón
Paraguay	4	Borde Cordillera - Caaguazú
Malawi	2	Border Malawi - Mozambique
Slovenia_East	2	Border SI-HR
Mongolia	4	Border Töv - Ulan Bator
Mongolia	4	Border Ulan Bator - Töv
Algeria_Coast	4	Bordj Bou Arreridj‎ - برج بوعريريج‎
Benin	4	Borgou
Kuwait	4	حولي
Chad	4	Borkou Region
Nigeria_North	4	Borno
Bosnia and Herzegovina_Republic of Srpska	2	Bosna i Hercegovina
Bosnia and Herzegovina_Brcko district of Bosnia and Herzegowina	2	Bosna i Hercegovina
Bosnia and Herzegovina_Entity Federation of Bosnia and Herzegovina	2	Bosna i Hercegovina
Romania_North_East	4	Botoșani
Botswana	2	Botswana
Burkina Faso	4	Boucle du Mouhoun
Congo-Brazzaville	4	Bouenza
Cape Verde	2	Cabo Verde
Philippines_Mindanao	4	Dinagat Islands
Philippines_Visayas	4	Dinagat Islands
Papua New Guinea	4	Bougainville
Algeria_Coast	4	Bouira - البويرة
Algeria_Coast	4	Boumerdès - بومرداس
France_Free County_North	4	Bourgogne-Franche-Comté
France_Free County_South	4	Bourgogne-Franche-Comté
France_Burgundy_Nievre	4	Bourgogne-Franche-Comté
France_Burgundy_Saone-et-Loire	4	Bourgogne-Franche-Comté
France_Burgundy_Yonne	4	Bourgogne-Franche-Comté
France_Burgundy_Cote-dOr	4	Bourgogne-Franche-Comté
Colombia_West	4	Caldas
US_California_LA North	4	California
US_California_LA North	4	CA
US_California_LA	4	California
US_California_LA	4	CA
US_California_Santa_Clara_Palo Alto	4	California
US_California_Santa_Clara_Palo Alto	4	CA
US_California_Redding	4	California
US_California_Redding	4	CA
US_California_Sacramento_Sacramento	4	California
US_California_Sacramento_Sacramento	4	CA
US_California_Chico	4	California
US_California_Chico	4	CA
US_California_Sacramento_Fresno	4	California
US_California_Sacramento_Fresno	4	CA
US_California_Sacramento_Stockton	4	California
US_California_Sacramento_Stockton	4	CA
US_California_Bakersfield_Lancaster	4	California
US_California_Bakersfield_Lancaster	4	CA
US_California_Santa_Clara_Santa Cruz	4	California
US_California_Santa_Clara_Santa Cruz	4	CA
US_California_Bakersfield_Bakersfield	4	California
US_California_Bakersfield_Bakersfield	4	CA
US_California_San Diego	4	California
US_California_San Diego	4	CA
Peru_Lima	4	Callao
Cuba	4	Camagüey
Philippines_Luzon_Manila	4	Camarines Norte
Israel	4	מחוז חיפה
Norway_Bouvet Island	4	Bouvetøya
Colombia_West	4	Boyacá
Germany_Brandenburg_South	4	Brandenburg
Germany_Brandenburg_North	4	Brandenburg
Brazil_Goias_North	2	Brasil
Brazil_Goias_Brasilia	2	Brasil
Brazil_Parana_East	2	Brasil
Brazil_Northeast Region_West	2	Brasil
Brazil_Northeast Region_East	2	Brasil
Brazil_Southeast Region_Sao Paulo_Campinas	2	Brasil
Brazil_South Region_East	2	Brasil
Brazil_Southeast Region_Sao Paulo_West	2	Brasil
Brazil_South Region_West	2	Brasil
Brazil_Bahia	2	Brasil
Brazil_Santa Catarina	2	Brasil
Brazil_Rio Grande do Norte	2	Brasil
Brazil_Paraiba	2	Brasil
Brazil_Southeast Region_Sao Paulo_City	2	Brasil
Brazil_Parana_West	2	Brasil
Brazil_Southeast Region_Minas Gerais_Contagem	2	Brasil
Brazil_Southeast Region_Minas Gerais_North	2	Brasil
Brazil_Southeast Region_Rio de Janeiro	2	Brasil
Brazil_Mato Grosso	2	Brasil
Brazil_Mato Grosso Do Sul	2	Brasil
Brazil_Southeast Region_Espirito Santo	2	Brasil
Brazil_North Region_East	2	Brasil
Brazil_North Region_West	2	Brasil
Slovakia_Region of Bratislava	4	Bratislavský kraj
Congo-Brazzaville	4	Brazzaville
Romania_Centre	4	Brașov
British Indian Ocean Territory	2	British Indian Ocean Territory
Cyprus	2	British Sovereign Base Areas
British Virgin Islands	2	British Virgin Islands
United States Virgin Islands	2	British Virgin Islands
Ethiopia	4	Dirē Dawa
Romania_South	4	București
Argentina_Buenos Aires_South	4	Buenos Aires
Argentina_Buenos Aires_North	4	Buenos Aires
Argentina_Buenos Aires_Buenos Aires	4	Buenos Aires
Burundi	4	Bujumbura Mairie
Burundi	4	Bujumbura Rural
Philippines_Mindanao	4	Bukidnon
Philippines_Luzon_North	4	Bulacan
India_West Bengal	2	Dist. Judges Court
Papua New Guinea	4	Manus
Turkey_Mediterranean Region	4	Burdur
Austria_Burgenland	4	Burgenland
Guernsey	4	Burhou
Burkina Faso	2	Burkina Faso
Turkey_Marmara Region_Bursa	4	Bursa
Burundi	2	Burundi
Uzbekistan	4	Buxoro Viloyati
Romania_South_East	4	Buzău
Algeria_Central	4	Béchar ⴱⵛⴰⵔ بشار
Algeria_Coast	4	Béjaïa
