# Mwm name	Generation time
US_Michigan_Grand Rapids	10385.680613
US_North Carolina_Greensboro	10367.519603
Switzerland_Espace Mittelland_Bern	10349.155278
Germany_North Rhine-Westphalia_Regierungsbezirk Arnsberg_Arnsberg	10338.125445
US_Missouri_St Louis	10319.414328
US_Virginia_Alexandria	10316.645213000002
Denmark_Capital Region of Denmark	10298.987244999998
Netherlands_South Holland_Leiden	10154.891744
Spain_Valencian Community	10151.639001
Brazil_Southeast Region_Sao Paulo_City	10138.173997
Belgium_Antwerp	10089.104124
US_Washington_Coast	10084.344284000003
Mali	10039.623843
US_Kansas_East	10036.559783000002
Brazil_Santa Catarina	9978.203227
US_Idaho_South	9971.910842
US_Minnesota_Minneapolis	9965.502487
US_Florida_Gainesville	9937.829604
Germany_Free State of Bavaria_Upper Bavaria_Munchen	9895.434973
Portugal_Porto	9876.204856000002
Japan_Kanto_Kanagawa	9867.911067000001
Denmark_Region of Southern Denmark	9816.228302
Russia_Moscow Oblast_East	9611.308909000001
Chile_Central	9518.828151
Germany_North Rhine-Westphalia_Regierungsbezirk Dusseldorf_Mulheim	9508.500161999998
UK_England_Yorkshire and the Humber	9497.113207999999
Bulgaria_West	9476.403312
Spain_Castile and Leon_East	9449.930724
Morocco_Southern	9393.205724
Switzerland_Zurich	9267.507697
Belgium_East Flanders	9203.031613999998
US_Virginia_Lynchburg	9184.086849
US_New Jersey_North	9138.896195
France_Midi-Pyrenees_Haute-Garonne	8948.370460999999
US_Ohio_Columbus	8924.529049000002
Netherlands_Overijssel_Enschede	8914.612777999999
US_Illinois_Elgin	8899.184415
France_Aquitaine_Gironde	8897.757522
US_South Carolina_Columbia	8886.18592
Senegal	8872.158655999998
Germany_Brandenburg_South	8863.338279000001
US_Texas_San Antonio	8844.559612000003
US_Pennsylvania_Central	8693.000225
Uruguay	8680.225612999999
France_Upper Normandy	8526.099371
France_Burgundy_Saone-et-Loire	8519.931196
Switzerland_Lake Geneva region	8469.421124
France_Ile-de-France_Paris	8411.743376
Brazil_Northeast Region_East	8393.575591
Denmark_Central Denmark Region	8384.938369
US_Texas_West	8346.897507
India_Karnataka_South	8345.155491
Netherlands_Groningen	8338.416785999998
Israel	8317.196376000002
Spain_Aragon	8266.512057
US_Pennsylvania_Scranton	8193.224085
Australia_Brisbane	8182.947836999999
Germany_Brandenburg_North	8176.443334000001
Germany_Lower Saxony_Hannover	8169.194209
Netherlands_Gelderland_Nijmegen	8079.8452800000005
Poland_Kuyavian-Pomeranian Voivodeship	8061.792689
US_Alabama_Birmingham	7970.065322
US_Utah_North	7934.7268189999995
US_Virginia_Richmond	7898.62076
Norway_Central	7878.867365000002
Netherlands_Utrecht_Amersfoort	7867.483338999999
US_Virginia_Norfolk	7842.218568000001
Netherlands_North Holland_Zaandam	7808.260692999998
Belgium_Liege	7736.711925
US_Louisiana_New Orleans	7732.606545999999
UK_Scotland_South	7722.391208
Germany_Lower Saxony_Braunschweig	7693.3574419999995
US_West Virginia	7650.171182
Portugal_South	7638.611768
US_Oklahoma_Tulsa	7637.106446000001
US_Arkansas_North	7616.0016590000005
Czech_Moravskoslezsko	7611.557667
Switzerland_Eastern	7607.280465
Brazil_Parana_East	7581.0724740000005
China_Jiangsu	7545.088511999999
France_Poitou-Charentes_Charente-Maritime	7498.287494
Spain_Andalusia_Sevilla	7458.127743999999
US_Texas_Tyler	7432.8002129999995
US_Missouri_Kansas	7428.236886000001
Germany_Saxony_Dresden	7414.102898
Iran_South	7406.049903
Netherlands_North Holland_Alkmaar	7360.408558
India_Telangana	7334.072287000001
Italy_Piemont_Torino	7280.973121999999
France_Centre-Val de Loire_Indre-et-Loire	7272.081840999999
Syria	7255.174134
Belgium_West Flanders	7205.796149000001
US_Illinois_Springfield	7166.774890000001
Netherlands_Friesland	7163.866102
Switzerland_Northwestern	7146.213138
Germany_Free State of Bavaria_Upper Bavaria_East	7107.770274
US_California_Sacramento_Sacramento	7021.486885
US_Washington_Yakima	6959.1480090000005
US_Florida_Orlando	6954.914302999999
US_New Jersey_South	6934.703029000001
Brazil_South Region_West	6899.389794
Finland_Southern Finland_Helsinki	6891.181275999998
US_California_LA North	6889.191158
Argentina_Pampas	6887.6287839999995
Turkey_Mediterranean Region	6880.5104679999995
UK_England_East of England_Essex	6868.660835
US_Virginia_Roanoke	6855.229114
Somalia	6854.976971
Canada_Ontario_Kingston	6829.899348
Poland_Pomeranian Voivodeship	6801.417966000001
Belgium_Hainaut	6767.173574000001
Netherlands_Overijssel_Zwolle	6742.417957
Germany_North Rhine-Westphalia_Regierungsbezirk Munster_Recklinghausen	6738.128041000001
Spain_Community of Madrid	6733.0425700000005
Spain_Catalonia_Provincia de Lleida	6731.559816999999
France_Pays de la Loire_Vendee	6722.824326999999
France_Nord-Pas-de-Calais_Pas-de-Calais	6687.805703
US_Mississippi_North	6631.661539
South Korea_North	6588.777171
Indonesia_Central	6582.628347
Russia_Moscow	6516.335668000001
New Zealand South_Canterbury	6448.979547999999
US_Georgia_Macon	6448.104005
India_Karnataka_North	6442.962107
US_Kentucky_Louisville	6421.970747
France_Rhone-Alpes_Loire	6399.292739
Uzbekistan	6397.1595179999995
South Africa_Gauteng	6384.964961000001
US_Nebraska_East	6363.737229
France_Brittany_Ille-et-Vilaine	6357.492622
US_Missouri_Springfield	6356.721852
Hungary_Kozep-Magyarorszag	6331.586517999999
Germany_Lower Saxony_Bremen_Bremen	6320.709313
India_Kerala	6304.026071
China_Sichuan	6247.565987
Germany_Hamburg_main	6243.763491
France_Pays de la Loire_Loire-Atlantique_Nantes	6221.150584
Philippines_Luzon_Manila	6162.559311999999
Poland_West Pomeranian Voivodeship	6145.993472
France_Centre-Val de Loire_Loiret	6139.202534
France_Free County_North	6136.277802000001
US_New Mexico_Albuquerque	6134.412567
France_Languedoc-Roussillon_Herault	6124.349024
US_California_Sacramento_Stockton	6066.695898000001
US_New Mexico_Roswell	6064.603123
India_Gujarat	6057.503103
Congo-Kinshasa_West	6041.048126
Czech_Stredni Cechy_West	6038.638207000001
France_Poitou-Charentes_Deux-Sevres	6021.655872
UK_Wales	6021.264343999999
Australia_Melbourne	6002.548989999998
Russia_Tatarstan	5980.004167
US_Oklahoma_Oklahoma	5938.227937000001
France_Pays de la Loire_Maine-et-Loire	5919.515854999999
Greece_Decentralized Administration of Macedonia and Thrace	5908.109568999999
France_Lorraine_Moselle	5903.7419310000005
Slovakia_Region of Banska Bystrica	5902.653754
Chile_South	5877.686120000001
US_Kentucky_East	5874.199992000001
China_Shandong	5839.175508
Australia_Sydney	5831.129344000001
Poland_Swietokrzyskie Voivodeship	5817.37961
Czech_Praha	5805.000947999998
France_Alsace_Bas-Rhin	5796.850456
Brazil_Paraiba	5791.4342369999995
Peru_North	5789.072182
Sudan_West	5742.143568
Afghanistan	5740.640307
UK_England_East of England_Norfolk	5732.09039
Norway_Southern	5719.085057000001
Australia_Victoria	5709.185765000001
Germany_Mecklenburg-Vorpommern	5662.8190239999985
Russia_Rostov Oblast	5662.593099999999
Russia_Krasnodar Krai	5646.634731
China_Guangdong	5579.051272000001
France_Ile-de-France_Seine-et-Marne	5572.506307000001
France_Centre-Val de Loire_Indre	5557.789101
Turkey_Southeastern Anatolia Region	5542.573139
US_Kansas_Wichita	5535.575991000001
Croatia_Central	5523.871098
Lithuania_East	5518.0864919999985
US_South Dakota	5405.037428999999
France_Picardy_Oise	5389.0820220000005
Germany_Lower Saxony_Bremen_Munster	5333.526252
Ethiopia	5297.016171
Austria_Upper Austria_Linz	5290.709613
Paraguay	5280.523714000001
France_Ile-de-France_Yvelines	5268.479805
US_Wyoming	5264.638704
Germany_North Rhine-Westphalia_Regierungsbezirk Munster_Munster	5252.138055999999
Czech_Stredni Cechy_East	5231.204339999999
Germany_Saxony-Anhalt_Halle	5202.2524730000005
Colombia_West	5194.186283000001
France_Poitou-Charentes_Vienne	5189.709452000001
Poland_Lubusz Voivodeship	5143.922825000001
Germany_Free State of Bavaria_Upper Bavaria_Ingolstadt	5139.038413
Germany_Schleswig-Holstein_Kiel	5108.140451
France_Ile-de-France_Seine-Saint-Denis	5082.503893
Czech_Ustecky kraj	5060.911201999999
US_Georgia_South	5053.1555960000005
Slovakia_Region of Kosice	5052.708533
US_Arizona_Tucson	5039.991615000001
New Zealand North_Wellington	5018.689744
US_Arkansas_South	5009.8060829999995
France_Auvergne_Puy-de-Dome	5005.861004
China_Henan	5002.574661
US_Minnesota_Rochester	4942.804815999999
Bolivia_North	4913.612819
Netherlands_Flevoland	4846.120423
Czech_Jihozapad_Jihocesky kraj	4831.288079999999
US_Nebraska_West	4818.920125000001
US_Ohio_Toledo	4818.793606
Canada_Ontario_London	4783.733065
United Arab Emirates	4761.531292000001
France_Lower Normandy_Calvados	4750.014448000001
France_Ile-de-France_Val-de-Marne	4744.368080000001
Denmark_Region Zealand	4739.289580999998
Japan_Kinki Region_Osaka_Osaka	4735.246539
Italy_Sardinia	4727.327535
Bolivia_South	4708.734095999999
US_North Carolina_Asheville	4706.708777999999
Russia_Chelyabinsk Oblast	4702.721071999999
China_Zhejiang	4679.7163550000005
Netherlands_Drenthe	4676.818395
France_Midi-Pyrenees_Aveyron	4662.566704999999
Spain_Galicia_North	4646.372873
Thailand_North	4634.126708
France_Ile-de-France_Essonne	4626.437766000001
Algeria_Coast	4607.026969
Burkina Faso	4594.452757
US_Kentucky_West	4555.329373
Italy_Lazio	4553.861138
Austria_Upper Austria_Wels	4550.158667
Italy_Lombardy_Milan	4548.642849000001
Cameroon_Central	4485.728163000001
Slovenia_West	4482.360858999999
France_Lorraine_Meurthe-et-Moselle	4465.883984000001
Russia_Volgograd Oblast	4464.752153999999
Romania_South	4452.152972
Czech_Olomoucky kraj	4447.225145
Sweden_Vastra Gotaland	4415.540435
US_Iowa_Des Moines	4412.245115
US_Iowa_Waterloo	4405.851807
Malaysia	4386.718344999999
Slovakia_Region of Presov	4362.330638
UK_Northern Ireland	4305.144040000001
US_Illinois_South	4291.285367
Slovakia_Region of Zilina	4285.301783
Germany_Saarland	4280.374139999999
South Korea_South	4270.990218999999
Niger	4226.693731
Argentina_Santa Fe	4205.3864220000005
US_Louisiana_Central	4205.301282
France_Brittany_Finistere	4192.127973
US_Iowa_West	4183.616543
Latvia	4161.166061999999
US_Maine	4160.052261999999
Canada_Alberta_Edmonton	4129.305942
US_California_Bakersfield_Lancaster	4128.3171729999995
France_Burgundy_Yonne	4127.654003000001
Brazil_Parana_West	4082.326763
France_Poitou-Charentes_Charente	4080.7658520000005
Poland_Opole Voivodeship	4080.398173
Austria_Burgenland	4077.6884940000004
Japan_Shikoku Region_Kyoto	4069.771489
France_Rhone-Alpes_Isere	4056.6626159999996
US_Georgia_North	4048.300537
Czech_Jihovychod_Kraj Vysocina	4039.886353
US_New Hampshire	4039.122656
Brazil_Goias_Brasilia	4037.772334
Poland_Warmian-Masurian Voivodeship	4036.9812580000003
Lithuania_West	4021.3043159999997
Greenland	4012.805324
Germany_Saxony-Anhalt_Magdeburg	4004.828991
UK_England_South West England_Cornwall	3994.86971
Canada_British Columbia_Vancouver	3994.5960899999995
Belgium_Limburg	3992.455175
Spain_Galicia_South	3991.8153190000003
France_Languedoc-Roussillon_Aude	3985.0939699999994
Japan_Kyushu Region_Fukuoka	3953.458432
Ukraine_Kyiv Oblast	3951.8431980000005
France_Aquitaine_Dordogne	3908.685005
Ghana	3904.975767
Czech_Jihozapad_Plzensky kraj	3897.1930150000003
Brazil_Southeast Region_Espirito Santo	3868.7130039999997
Colombia_North	3835.490171
US_Arizona_Flagstaff	3834.0109669999993
US_Oregon_Eugene	3813.998934999999
Ukraine_Lviv Oblast	3812.0120649999994
Greece_Decentralized Administration of Thessaly - Central Greece	3801.657869
Belarus_Minsk Region	3801.591226
US_Indiana_Evansville	3791.544286
Czech_Zlinsky Kraj	3787.2818440000005
US_South Carolina_Florence	3783.9477079999992
Netherlands_Zeeland	3771.6620629999998
US_California_Bakersfield_Bakersfield	3764.277751
France_Picardy_Aisne	3734.058011
France_Burgundy_Cote-dOr	3718.768892
France_Picardy_Somme	3716.3058569999994
France_Alsace_Haut-Rhin	3713.805005
France_Brittany_Morbihan	3684.4417839999996
France_Pays de la Loire_Sarthe	3672.920332
Italy_Sicily	3664.4840719999997
US_California_Sacramento_Fresno	3651.564919
Argentina_Buenos Aires_South	3616.8887590000004
India_Jharkhand	3613.511738
US_Texas_Lubbock	3610.0391350000004
US_Wisconsin_Madison	3604.871579
Austria_Styria_Leoben	3583.5460559999997
Netherlands_North Brabant_Roosendaal	3583.3854169999995
France_Provence-Alpes-Cote dAzur_Bouches-du-Rhone	3581.7073040000005
Finland_Western Finland_Tampere	3580.6482400000004
Russia_Bashkortostan	3568.198616
Denmark_North Denmark Region	3538.9226979999994
Spain_Andalusia_Granada	3535.3350469999996
US_Massachusetts_Plymouth	3514.3216310000003
Czech_Severovychod_Pardubicky kraj	3509.297736
Czech_Severovychod_Kralovehradecky kraj	3483.9209570000003
Russia_Saint Petersburg	3481.6992490000002
Brazil_Southeast Region_Sao Paulo_West	3478.2985559999997
Finland_Southern Finland_West	3467.346436
Poland_Podlaskie Voivodeship	3466.42708
US_Massachusetts_Central	3465.7182369999996
Croatia_West	3432.0098800000005
Slovakia_Region of Trencin	3431.5187230000006
US_Montana_East	3424.900493
Zimbabwe	3405.03041
Italy_Liguria	3385.397977
France_Aquitaine_Lot-et-Garonne	3380.780746
Japan_Kanto_Ibaraki	3378.003984000001
Sweden_Ostra Gotaland	3371.630395
France_Centre-Val de Loire_Loir-et-Cher	3371.256426
France_Auvergne_Allier	3358.0444
US_Minnesota_Saint Cloud	3328.0846119999997
Spain_Basque Country	3316.8274399999996
US_Oregon_West	3300.2259489999997
US_North Carolina_Wilmington	3296.135653
Greece_Decentralized Administration of Attica	3271.8310739999997
Italy_Apulia	3253.0112130000007
Russia_Moscow Oblast_West	3245.475532
Austria_Carinthia	3233.398595
South Africa_Limpopo	3197.9261
Sweden_Bergslagen	3196.1042560000005
Bosnia and Herzegovina_Entity Federation of Bosnia and Herzegovina	3195.528041
US_Rhode Island	3179.603262
Italy_Trentino-Alto Adige Sudtirol	3151.534638
Argentina_Northwest	3150.775974
France_Rhone-Alpes_Haute-Savoie	3133.391469
France_Languedoc-Roussillon_Gard	3118.7523500000007
Italy_Campania	3116.356654
Luxembourg	3105.764759
Turkey_Black Sea Region	3066.3558680000006
Austria_Salzburg	3053.8477100000005
Iraq_North	3048.5070400000004
Canada_Quebec_Quebec	3004.6789070000004
Japan_Kanto_Tochigi	3002.61334
US_Texas_Wako	3002.211494
Sweden_Stockholm	2997.544751000001
US_Idaho_North	2991.88651
India_Delhi	2985.0962840000007
France_Brittany_Cotes-dArmor	2978.035508
Czech_Severovychod_Liberecky kraj	2974.4421450000004
Italy_Emilia-Romagna_Modena	2959.995131
Italy_Emilia-Romagna_Bologna	2959.8145010000003
US_Texas_Southwest	2929.526783
Morocco_Rabat-Sale-Zemmour-Zaer	2916.0258400000002
Georgia	2899.704521
Ukraine_Dnipropetrovsk Oblast	2898.619184
Germany_Schleswig-Holstein_Flensburg	2895.833475
China_Gansu	2883.2544260000004
France_Rhone-Alpes_Ain	2876.964927
Algeria_Central	2875.042537
Netherlands_South Holland_Brielle	2863.2918230000005
France_Nord-Pas-de-Calais_Nord	2861.77309
US_Montana_West	2859.063127
Turkey_Marmara Region_Istanbul	2855.707702
Netherlands_North Brabant_Uden	2852.1040150000003
Romania_Centre	2851.697461
Romania_North_West	2842.172695
Switzerland_Central	2838.685941
US_North Carolina_Wilson	2825.0122790000005
Iran_East	2809.501839
Brazil_Southeast Region_Rio de Janeiro	2808.5159109999995
US_Kansas_West	2805.24674
Italy_Friuli-Venezia Giulia_Udine	2804.9234500000002
Netherlands_Gelderland_Zutphen	2804.3911050000006
Spain_Catalonia_Provincia de Tarragona	2792.92031
Peru_Lima	2782.978227
Italy_Lombardy_Pavia	2779.048518
Moldova	2750.3827880000003
France_Provence-Alpes-Cote dAzur_Vaucluse	2749.8967810000004
Armenia	2746.204418
US_Wisconsin_Eau Claire	2745.790012
Russia_Nizhny Novgorod Oblast	2728.1974970000006
France_Aquitaine_Pyrenees-Atlantiques	2721.9374279999997
France_Free County_South	2718.229331
Spain_Region de Murcia	2710.307186
Australia_New South Wales	2702.042857
Russia_Altai Krai	2688.3641490000005
Japan_Tohoku_Miyagi	2677.928842
US_Illinois_Rockford	2674.511522
Botswana	2672.6359809999994
Italy_Tuscany_Grosseto	2670.6679299999996
US_Massachusetts_West	2668.535898
UK_Scotland_North	2667.436102000001
France_Midi-Pyrenees_Gers	2665.8191610000003
Argentina_Buenos Aires_North	2664.7187000000004
France_Rhone-Alpes_Drome	2664.36353
France_Lorraine_Vosges	2658.1547319999995
Austria_Tyrol	2654.3749559999997
Brazil_South Region_East	2650.1788880000004
Saudi Arabia_South	2645.739945
Ecuador_East	2641.973128
Turkey_Central Anatolia Region_Ankara	2631.0527930000003
France_Midi-Pyrenees_Lot	2630.518048
Japan_Kanto_Gunma	2606.295896
Belgium_Luxembourg	2602.8200400000005
Japan_Chubu Region_Shizuoka	2601.5439389999997
Russia_Voronezh Oblast	2596.89755
Argentina_Cuyo	2590.956744
Spain_Extremadura	2573.909105
South Africa_KwaZulu-Natal	2550.694104
US_Colorado_Aspen	2499.316575
Cote dIvoire	2491.6253940000006
France_Ile-de-France_Hauts-de-Seine	2481.158623
Ukraine_Ivano-Frankivsk Oblast	2462.508361
Peru_South	2454.880246
Turkey_Aegean Region	2452.476784
China_Guangxi	2421.035648
Ireland_Munster	2410.126913
France_Auvergne_Haute-Loire	2405.4636189999997
Turkey_Eastern Anatolia Region	2400.425996
Ukraine_Donetsk Oblast	2394.515871
Nepal_West	2383.172547
US_Colorado_South	2373.102976999999
France_Rhone-Alpes_Ardeche	2345.339928
Spain_Balearic Islands	2339.552311
Norway_Rogaland	2337.313012
South Africa_Mpumalanga	2331.4986670000003
Norway_Hordaland	2273.217848
South Africa_North West	2249.6862039999996
Italy_Marche	2247.558366
Russia_Krasnodar Krai_Adygeya	2245.930773
China_Anhui	2236.5925930000003
Argentina_Patagonia	2229.516769
Italy_Umbria	2221.3741379999997
China_Hubei	2206.319115
Slovakia_Region of Trnava	2204.58967
Sweden_Sodra Gotaland	2203.5643649999997
France_Ile-de-France_Val-dOise	2196.033104
US_Texas_Amarillo	2183.0496040000003
France_Languedoc-Roussillon_Pyrenees-Orientales	2180.251212
Canada_Nova Scotia_Halifax	2175.705487999999
US_California_Chico	2174.841362
US_Alaska	2174.6181439999996
France_Aquitaine_Landes	2165.076764
Japan_Chubu Region_Nagano	2142.761043
Russia_Stavropol Krai	2136.9532849999996
Republic of Kosovo	2126.762882
Switzerland_Espace Mittelland_East	2112.997941
India_Odisha	2110.279088
Brazil_Mato Grosso Do Sul	2109.184203
Russia_Kirov Oblast	2109.143721
Brazil_North Region_East	2100.988237
France_Midi-Pyrenees_Tarn-et-Garonne	2098.95486
Estonia_West	2098.240264
France_Midi-Pyrenees_Tarn	2096.9341769999996
UK_England_North East England	2094.882952
US_Delaware	2083.5778519999994
Mexico_East	2080.9474520000003
Greece_Decentralized Administration of West Greece	2076.2701660000002
China_Inner Mongolia	2076.2313480000003
Guatemala	2069.2654549999997
Canada_Alberta_South	2059.8873960000005
Kazakhstan_North	2054.99784
Argentina_Mesopotamia	2052.38978
US_North Dakota_Bismarck	2050.2093709999995
Greece_Decentralized Administration of Epirus - Western Macedonia	2047.388432
France_Centre-Val de Loire_Eure-et-Loir	2045.315861
Italy_Veneto_Vicenza	2035.262188
Turkey_Marmara Region_Bursa	2034.639926
US_Oklahoma_West	2025.029342
Italy_Piemont_Cuneo	2024.9761549999998
Ecuador_West	2018.350234
Tunisia	2017.6314369999998
Spain_Catalonia_Provincia de Girona	2016.1352060000002
US_California_Redding	2008.1877180000001
India_Assam	1997.7387339999998
Slovakia_Region of Nitra	1995.0611250000002
Finland_Northern Finland	1992.445712
US_North Dakota_East	1973.409433
France_Provence-Alpes-Cote dAzur_Var	1969.383632
US_South Carolina_Charleston	1963.7225850000002
Russia_Sverdlovsk Oblast_Ekaterinburg	1954.838027
Slovakia_Region of Bratislava	1941.3308430000002
Singapore	1935.155647
Japan_Chubu Region_Aichi_Nagoya	1916.2325179999998
Dominican Republic	1900.3675189999997
Belgium_Namur	1894.378891
Saudi Arabia_North	1893.63135
Trinidad and Tobago	1891.6796199999999
Australia_South Australia	1884.981873
US_California_Santa_Clara_Santa Cruz	1881.6554350000004
India_Uttarakhand	1878.865121
Finland_Eastern Finland_South	1867.397599
Bulgaria_East	1862.234864
Italy_Veneto_Treviso	1859.4341810000003
Ukraine_Kharkiv Oblast	1856.021203
Russia_Samara Oblast	1844.977757
US_Minnesota_North	1823.4291849999997
Antarctica	1822.4478239999999
Italy_Piemont_Alessandria	1814.728411
Russia_Saratov Oblast	1806.06603
France_Lower Normandy_Orne	1796.3202369999997
US_Vermont	1791.554603
Russia_Republic of Dagestan	1787.1247290000001
Canada_Quebek_Lachute	1776.777603
US_Wisconsin_North	1772.4925220000002
Spain_Comunidad Foral de Navarra	1770.042107
France_Midi-Pyrenees_Hautes-Pyrenees	1767.323543
